,Movie Title,Revenue,popularity,vote_count,vote_average,language,genre_ids
689,The Grudge,110359362,10.221,1791,5.9,en,"[27, 9648, 53]"
690,Fun with Dick and Jane,110332737,10.47,1367,6.0,en,[35]
691,Freaky Friday,110230332,10.433,2288,6.2,en,"[35, 14]"
692,Freaky Friday,110230332,10.683,51,5.2,en,"[35, 14, 10402, 10751, 10770]"
693,Freaky Friday,110230332,8.659,122,6.1,en,"[35, 14, 10751]"
694,Trainwreck,110212700,15.704,1886,5.8,en,"[35, 10749]"
695,Bedtime Stories,110101975,9.441,1877,6.0,en,"[35, 14, 10749, 10751]"
696,Scary Movie 3,110003217,13.449,2376,5.9,en,[35]
697,Creed,109767581,16.387,4499,7.4,en,[18]
698,Star Trek IV: The Voyage Home,109713132,12.833,814,7.2,en,"[12, 878]"
699,Crocodile Dundee II,109306210,8.999,622,5.7,en,"[12, 35]"
700,Couples Retreat,109204945,11.328,1198,5.4,en,"[35, 10749]"
701,One Flew Over the Cuckoo's Nest,108981275,21.915,6279,8.4,en,[18]
702,A Time to Kill,108766007,10.9,1073,7.2,en,"[80, 18, 53]"
703,Black Hawk Down,108638745,20.296,3309,7.3,en,"[28, 36, 10752]"
704,Terms of Endearment,108423489,9.39,388,7.2,en,"[35, 18]"
705,Ace Ventura: When Nature Calls,108385533,12.409,2445,6.3,en,"[12, 35, 80]"
706,The Upside,108252517,11.245,524,7.1,en,"[35, 18]"
707,The Princess Diaries,108248956,21.513,2915,6.8,en,"[35, 10749, 10751]"
708,Superman II,108185706,12.564,1298,6.6,en,"[878, 28, 12]"
709,Hop,108085305,11.077,714,5.6,en,"[16, 35, 10751]"
710,Pulp Fiction,107928762,38.902,17566,8.5,en,"[80, 53]"
711,Baby Driver,107825862,20.519,9399,7.4,en,"[28, 80]"
712,Little Women,107769322,61.751,1249,8.0,en,"[18, 10749]"
713,Little Women,107769322,11.837,600,7.2,en,"[18, 10749]"
714,Little Women,107769322,9.696,104,7.6,en,"[10749, 10751]"
715,Little Women,50083616,61.751,1249,8.0,en,"[18, 10749]"
716,Little Women,50083616,11.837,600,7.2,en,"[18, 10749]"
717,Little Women,50083616,9.696,104,7.6,en,"[10749, 10751]"
718,A League of Their Own,107533928,9.335,745,7.1,en,"[35, 18, 36]"
719,Epic,107518682,12.171,1820,6.4,en,"[16, 12, 10751, 14]"
720,Watchmen,107509799,16.604,5688,7.3,en,"[28, 9648, 878]"
721,The Angry Birds Movie,107509366,16.001,2147,6.0,en,"[12, 16, 35]"
722,Batman & Robin,107353792,17.662,3049,4.3,en,"[28, 35, 14, 878]"
723,Captain Phillips,107100855,14.986,4316,7.6,en,"[28, 18, 53]"
724,Black Swan,106954678,18.633,9350,7.6,en,"[18, 53, 27]"
725,Analyze This,106885658,7.899,999,6.4,en,"[35, 80]"
726,Chicken Run,106834564,17.288,2941,6.6,en,"[16, 35, 10751]"
727,Miss Congeniality,106807667,13.078,2244,6.4,en,"[28, 35, 80]"
728,Indecent Proposal,106614059,10.799,692,6.1,en,"[18, 10749]"
729,Driving Miss Daisy,106593296,9.972,787,7.3,en,"[35, 18]"
730,300: Rise of an Empire,106580051,16.679,4262,6.0,en,"[28, 10752, 14]"
731,Love Story,106550690,10.601,320,6.7,en,"[18, 10749]"
732,GoldenEye,106429941,22.884,2218,6.8,en,"[12, 28, 53]"
733,Kramer vs. Kramer,106260000,9.998,1166,7.5,en,[18]
734,The Italian Job,106128601,15.462,3459,6.7,en,"[28, 80]"
735,The Italian Job,106128601,8.769,361,7.0,en,"[28, 80, 35, 53]"
736,How to Lose a Guy in 10 Days,105813373,10.461,2092,6.6,en,"[35, 10749]"
737,The Lego Movie 2: The Second Part,105806508,17.274,977,6.6,en,"[28, 12, 16, 35, 14, 878, 10751]"
738,The First Wives Club,105489203,8.611,400,6.6,en,[35]
739,Robin Hood,105269730,21.696,1689,5.8,en,"[28, 12, 53]"
740,Robin Hood,105269730,15.429,2881,6.3,en,"[28, 12, 18]"
741,Robin Hood,105269730,14.725,2729,7.3,en,"[16, 10751]"
742,George of the Jungle,105263257,8.064,1175,5.4,en,"[12, 35, 10749, 10751]"
743,Hustlers,104963598,39.562,1096,6.3,en,"[35, 80, 18]"
744,The Graduate,104945305,11.664,1786,7.7,en,"[35, 18]"
745,Pitch Perfect 3,104897530,13.264,2182,6.5,en,"[35, 10402]"
746,Phenomenon,104636382,8.668,631,6.3,en,"[18, 14, 878, 10749]"
747,American Wedding,104565114,13.89,2528,6.1,en,"[35, 10749]"
748,Road to Perdition,104454762,12.864,2073,7.3,en,"[80, 18, 53]"
749,The Princess and the Frog,104400899,18.11,3156,7.0,en,"[16, 10749, 10751]"
750,The Chronicles of Narnia: The Voyage of the Dawn Treader,104386950,20.831,3639,6.3,en,"[12, 14, 10751]"
751,Daddy Day Care,104297061,10.108,1318,5.8,en,"[35, 10751]"
752,Daddy's Home 2,104029443,12.561,1467,6.1,en,[35]
753,Paranormal Activity 3,104028807,8.862,1350,5.9,en,[27]
754,Journey 2: The Mysterious Island,103860290,15.314,2483,6.0,en,"[28, 12, 878]"
755,The Mule,103804407,17.432,2498,6.7,en,"[80, 18, 53]"
756,Dick Tracy,103738726,8.435,485,6.1,en,"[12, 28, 35, 53, 80]"
757,Rise of the Guardians,103412758,14.378,4178,7.3,en,"[28, 12, 16, 14, 10751]"
758,Dreamgirls,103365956,8.268,577,6.7,en,[18]
759,Independence Day: Resurgence,103144286,15.356,4202,5.1,en,"[28, 12, 878]"
760,The Expendables,103068524,18.181,5107,6.1,en,"[28, 12, 53]"
761,Scream,103046663,17.238,3362,7.2,en,"[80, 27, 9648]"
762,Just Go with It,103028109,12.619,3398,6.5,en,"[35, 10749]"
763,Murder on the Orient Express,102826543,22.292,6182,6.7,en,"[80, 18, 9648]"
764,Murder on the Orient Express,102826543,10.514,669,7.1,en,"[18, 9648, 53]"
765,The General's Daughter,102705852,11.479,442,6.2,en,"[80, 18, 9648, 53]"
766,The Aviator,102610330,16.783,3139,7.2,en,[18]
767,American Pie,102561004,19.457,4870,6.5,en,"[35, 10749]"
768,Daredevil,102543518,13.122,3196,5.1,en,"[14, 28, 80, 878, 53]"
769,The Girl with the Dragon Tattoo,102515793,13.88,4398,7.3,en,"[80, 18, 9648, 53]"
770,The Girl with the Dragon Tattoo,102515793,13.509,1796,7.5,sv,"[80, 18, 9648, 53]"
771,The Mummy: Tomb of the Dragon Emperor,102491776,18.192,2853,5.4,en,"[28, 12, 14]"
772,The Conjuring 2,102470008,14.669,4748,7.2,en,"[27, 9648, 53]"
773,The Maze Runner,102427862,35.151,11603,7.1,en,"[28, 9648, 878, 53]"
774,In the Line of Fire,102314823,11.095,769,6.9,en,"[28, 18, 53, 80, 9648]"
775,Butch Cassidy and the Sundance Kid,102308889,18.568,1195,7.6,en,[37]
776,Mary Poppins,102272727,14.972,3048,7.6,en,"[35, 10751, 14]"
777,Bambi,102247150,17.811,3482,7.0,en,"[16, 18, 10751]"
778,Annabelle: Creation,102092201,21.489,3614,6.5,en,"[27, 9648, 53]"
779,The Equalizer 2,102084362,16.785,2545,6.5,en,"[53, 28, 80]"
780,Pacific Rim,101802906,15.739,8299,6.8,en,"[28, 12, 878]"
781,Journey to the Center of the Earth,101704370,11.534,3046,5.9,en,"[28, 12, 35, 878, 10751]"
782,Journey to the Center of the Earth,101704370,9.91,210,6.9,en,"[12, 14, 10751]"
783,Maverick,101631272,9.756,868,6.8,en,"[28, 12, 35, 18, 37]"
784,Sleeping with the Enemy,101599005,8.95,530,6.4,en,"[80, 18, 53]"
785,The Equalizer,101530738,34.764,5568,7.2,en,"[53, 28, 80]"
786,This Is the End,101470202,11.715,4196,6.2,en,"[28, 35]"
787,Eagle Eye,101440743,10.777,1776,6.4,en,"[28, 9648, 53]"
788,The Prince of Egypt,101413188,15.498,2245,7.1,en,"[12, 16, 35, 18, 10402, 10751]"
789,Scream 2,101363301,11.511,1930,6.3,en,"[27, 9648]"
790,Stir Crazy,101300000,7.319,220,6.6,en,[35]
791,Eraser,101295562,13.774,1007,5.9,en,"[28, 18, 9648, 53]"
792,Noah,101200044,11.351,4336,5.6,en,"[12, 18]"
793,Unforgiven,101157447,20.996,2227,7.9,en,[37]
794,The Cat in the Hat,101149285,9.753,858,5.1,en,"[14, 10751]"
795,Con Air,101117573,14.927,2407,6.7,en,"[28, 80, 53]"
796,Sleepy Hollow,101071502,16.405,3965,7.1,en,"[18, 14, 27, 9648, 53]"
797,Rampage,101028233,20.724,3747,6.2,en,"[28, 12, 14, 878]"
798,Rampage,101028233,9.488,221,6.0,en,"[28, 80, 18, 9648, 53]"
799,Collateral,101005703,14.965,2951,7.2,en,"[80, 18, 53]"
800,Contact,100920329,14.157,2467,7.3,en,"[18, 9648, 878]"
801,Charlie's Angels: Full Throttle,100830111,18.591,1917,5.4,en,"[28, 12, 35]"
802,The Pelican Brief,100768056,11.215,762,6.4,en,"[80, 18, 9648, 53]"
803,Vanilla Sky,100618344,11.039,2276,6.8,en,"[18, 14, 878, 53, 10749]"
804,Arrival,100546139,28.939,11645,7.5,en,"[18, 9648, 878]"
805,Due Date,100539043,14.224,3359,6.3,en,"[35, 18]"
806,Jumanji,100499940,8.054,6829,7.2,en,"[12, 14, 10751]"
807,The Rugrats Movie,100494675,10.067,318,5.9,en,"[16, 35, 10751]"
808,Million Dollar Baby,100492203,18.855,5559,7.9,en,[18]
809,Airport,100489151,10.016,169,6.5,en,"[28, 18, 53]"
810,A Wrinkle in Time,100478608,12.461,1228,5.0,en,"[12, 14, 878, 10751]"
811,Step Brothers,100468793,11.21,1947,6.5,en,[35]
812,Evan Almighty,100462298,13.617,2708,5.5,en,"[14, 35, 10751]"
813,Fifty Shades Freed,100407760,26.763,3962,6.2,en,"[18, 10749]"
814,Casper,100328194,13.659,2868,6.2,en,"[14, 35, 10751]"
815,Shakespeare in Love,100317794,12.011,1959,6.9,en,"[36, 10749, 35]"
816,Bad Teacher,100292856,11.038,3236,5.5,en,[35]
817,Yogi Bear,100246011,11.345,453,5.3,en,"[12, 16, 35, 10751]"
818,Cowboys & Aliens,100240551,14.631,3416,5.5,en,"[28, 878, 53, 37]"
819,Kingsman: The Golden Circle,100234838,20.25,6279,6.9,en,"[28, 12, 35]"
820,Edge of Tomorrow,100206256,20.801,8975,7.6,en,"[28, 878]"
821,The Hunchback of Notre Dame,100138851,17.828,3094,7.0,en,"[18, 16, 10751]"
822,Se7en,100125643,24.666,12164,8.3,en,"[80, 9648, 53]"
823,Parenthood,100047830,7.775,318,6.7,en,"[35, 18, 10751]"
824,You Don't Mess with the Zohan,100018837,14.444,2235,5.5,en,"[28, 35]"
825,Passengers,100014699,14.213,8831,6.9,en,"[18, 878, 10749]"
826,Passengers,100014699,9.625,392,5.9,en,"[18, 9648, 53, 10749]"
827,Gnomeo & Juliet,99967670,17.738,1243,5.8,en,"[16, 10751]"
828,Christopher Robin,99215042,15.865,1672,7.4,en,"[12, 35, 14, 10751]"
829,Hercules,99112101,19.016,2846,5.7,en,"[28, 12]"
830,Hercules,99112101,20.654,4405,7.5,en,"[12, 16, 35, 14, 10749, 10751]"
831,Hercules,72688614,19.016,2846,5.7,en,"[28, 12]"
832,Hercules,72688614,20.654,4405,7.5,en,"[12, 16, 35, 14, 10749, 10751]"
833,Olympus Has Fallen,98925640,18.353,4530,6.3,en,"[28, 53]"
834,The Green Hornet,98780042,9.822,2116,5.5,en,"[28, 35, 80]"
835,Date Night,98711404,10.955,1911,6.0,en,[35]
836,The Color Purple,98467863,13.498,848,7.8,en,[18]
837,Meet the Robinsons,97822171,15.242,1692,6.8,en,"[16, 35, 10751]"
838,Yes Man,97690976,9.995,4040,6.6,en,[35]
839,Sausage Party,97685686,12.558,4724,5.6,en,"[12, 16, 35, 14]"
840,Inspector Gadget,97403112,12.179,723,4.4,en,"[28, 12, 35, 10751]"
841,Public Enemies,97104620,13.13,2605,6.6,en,"[80, 18, 36]"
842,The Social Network,96962694,16.787,7044,7.3,en,[18]
843,Schindler's List,96898818,26.454,9170,8.6,en,"[18, 36, 10752]"
844,Downton Abbey,96854135,15.345,420,7.1,en,"[18, 36]"
845,The Others,96522687,11.662,3671,7.6,en,"[18, 27, 9648, 53]"
846,Legally Blonde,96520674,11.437,2068,6.4,en,[35]
847,Panic Room,96397334,11.332,2831,6.7,en,"[80, 18, 53]"
848,Rocketman,96368160,25.394,1849,7.4,en,[18]
849,Dead Poets Society,95860116,20.849,6690,8.3,en,[18]
850,Zero Dark Thirty,95720716,13.113,2835,6.9,en,"[18, 36, 53]"
851,Norbit,95673607,14.809,1120,5.2,en,[35]
852,Cold Mountain,95636509,10.256,1040,6.9,en,"[12, 18, 36, 10749]"
853,Arthur,95461682,7.387,452,5.5,en,"[35, 10749]"
854,Sex and the City 2,95347692,11.703,927,5.9,en,"[35, 18, 10749]"
855,Michael,95318203,8.491,326,5.7,en,"[35, 18, 14]"
856,The Princess Diaries 2: Royal Engagement,95170481,21.374,2028,6.5,en,"[35, 18, 10749, 10751]"
857,42,95020213,22.196,1124,7.0,en,[18]
858,Unbreakable,95011339,19.491,5824,7.1,en,"[18, 9648, 53]"
859,The Book of Eli,94835059,10.957,3871,6.7,en,"[28, 878, 53]"
860,"10,000 BC",94784201,13.908,1835,5.3,en,"[28, 12, 18, 14]"
861,Beverly Hills Chihuahua,94514402,9.255,561,4.9,en,"[12, 35, 10749, 10751]"
862,Saturday Night Fever,94213184,9.647,958,6.7,en,"[35, 18, 10402]"
863,Julie & Julia,94125426,7.716,1289,6.7,en,"[10749, 18]"
864,The Mask of Zorro,94095523,14.976,2503,6.4,en,"[28, 12]"
865,Maid in Manhattan,94011225,11.655,1131,5.9,en,"[35, 18, 10749]"
866,He's Just Not That Into You,93953653,11.839,2249,6.4,en,"[35, 18, 10749]"
867,Master and Commander: The Far Side of the World,93927920,20.888,1704,7.1,en,"[12, 18, 10752]"
868,Flight,93772375,12.103,3907,6.7,en,[18]
869,The Fighter,93617009,11.416,2632,7.3,en,[18]
870,America's Sweethearts,93607673,8.658,499,5.7,en,"[35, 10749]"
871,Lady and the Tramp,93602326,18.477,159,6.9,en,"[35, 10749, 10751]"
872,Lady and the Tramp,93602326,19.908,3248,7.1,en,"[16, 10749, 10751]"
873,The Bucket List,93466502,13.768,2094,7.1,en,"[18, 35]"
874,Tomorrowland,93436322,21.993,5020,6.2,en,"[12, 10751, 9648, 878]"
875,The Magnificent Seven,93432655,18.306,3953,6.2,en,"[28, 12, 37]"
876,The Magnificent Seven,93432655,10.281,935,7.6,en,[37]
877,Cats & Dogs,93385515,13.227,946,5.2,en,"[35, 10751]"
878,Two Weeks Notice,93354851,10.135,1129,6.3,en,"[35, 10749]"
879,When Harry Met Sally...,93075866,13.376,2272,7.4,en,"[35, 18, 10749]"
880,Elysium,93050117,14.636,5921,6.4,en,"[28, 18, 878, 53]"
881,Flubber,92977226,10.604,1435,5.6,en,"[35, 878, 10751]"
882,Flashdance,92921203,10.52,753,6.4,en,"[18, 10749]"
883,The Town,92186262,12.012,2728,7.2,en,"[80, 18, 53]"
884,Non-Stop,92168600,10.467,3597,6.8,en,"[28, 9648, 53]"
885,The Client,92115211,9.705,577,6.6,en,"[18, 53, 80, 9648]"
886,Blade Runner 2049,92054159,41.141,7751,7.4,en,"[18, 878]"
887,John Wick: Chapter 2,92029184,27.823,7108,7.1,en,"[28, 80, 53]"
888,Star Trek: First Contact,92027888,11.884,1030,7.2,en,"[28, 12, 878, 53]"
889,Think Like a Man,91547205,9.724,501,6.9,en,"[35, 10749]"
890,The Haunting,91411151,13.172,771,5.3,en,"[14, 27, 9648, 53]"
891,Crimson Tide,91387195,10.967,903,7.1,en,"[28, 53, 10752]"
892,Ride Along 2,91221830,9.702,1033,6.2,en,"[28, 35]"
893,The Imitation Game,91125683,31.754,11522,8.1,en,"[18, 36, 53, 10752]"
894,Save the Last Dance,91057006,11.389,795,6.5,en,"[18, 10402, 10749, 10751]"
895,The Scorpion King,91047077,15.748,1885,5.4,en,"[28, 12, 14]"
896,Prince of Persia: The Sands of Time,90759676,13.262,4519,6.2,en,"[28, 12, 14, 10749]"
897,Antz,90757863,13.452,2929,6.1,en,"[12, 16, 35, 10751]"
898,Scary Movie 4,90710620,13.482,1901,5.4,en,[35]
899,The Game Plan,90648202,10.442,1145,6.3,en,"[35, 10751]"
900,"Me, Myself & Irene",90570999,10.124,2067,6.3,en,[35]
901,Madea Goes to Jail,90508336,10.458,92,6.5,en,"[35, 80, 18]"
902,Space Cowboys,90464773,9.835,752,6.4,en,"[28, 12, 53]"
903,Space Jam,90418342,14.035,3258,6.7,en,"[16, 35, 10751]"
904,Get Hard,90411453,9.57,1663,6.0,en,[35]
905,Trading Places,90404800,12.48,1772,7.1,en,[35]
906,RED,90380162,16.476,4530,6.6,en,"[28, 12, 35, 80, 53]"
907,Planes,90288712,11.864,979,5.8,en,"[12, 16, 35, 10751]"
908,"Legally Blonde 2: Red, White & Blonde",90186328,13.222,882,5.5,en,[35]
909,Mystic River,90135191,15.267,3623,7.7,en,"[53, 80, 18, 9648]"
910,Terminator Genisys,89760956,39.237,5851,5.9,en,"[878, 28, 53, 12]"
911,Flightplan,89707299,11.979,1458,6.4,en,"[18, 9648, 53]"
912,Father of the Bride,89325780,7.214,732,6.4,en,"[35, 10749]"
913,The Emperor's New Groove,89302687,14.412,3900,7.5,en,"[12, 16, 35, 14, 10751]"
914,The Lone Ranger,89302115,11.951,4163,6.0,en,"[28, 12, 37]"
915,Taken 3,89256424,27.61,3768,6.1,en,"[28, 53]"
916,Don't Breathe,89217875,11.076,4206,6.9,en,"[80, 27, 53]"
917,Scream 3,89143175,12.043,1672,5.9,en,"[27, 9648]"
918,Oblivion,89107235,17.1,7486,6.5,en,"[28, 12, 9648, 878]"
919,The Ugly Truth,88915214,10.805,2264,6.4,en,"[35, 10749]"
920,Percy Jackson & the Olympians: The Lightning Thief,88768303,21.064,4832,6.1,en,"[12, 14, 10751]"
921,Failure to Launch,88715192,12.162,954,5.7,en,[35]
922,The Muppets,88631237,11.434,933,6.6,en,"[35, 10402, 10751]"
923,Inside Man,88513495,14.068,3296,7.4,en,"[80, 18, 53]"
924,Back to the Future Part III,88277583,13.469,6227,7.4,en,"[12, 35, 878]"
925,Waterworld,88246220,14.393,2107,6.0,en,"[28, 12, 878]"
926,Starsky & Hutch,88237754,12.265,1396,5.8,en,"[35, 80]"
927,Along Came Polly,88097164,12.999,1692,5.9,en,"[35, 10749]"
928,Entrapment,87704396,11.087,1134,6.1,en,"[10749, 18, 9648]"
929,Peter Pan,87404651,20.734,3412,7.2,en,"[12, 16, 14, 10751]"
930,Peter Pan,87404651,11.379,1608,7.1,en,"[12, 14, 10751]"
931,Peter Pan,48462608,20.734,3412,7.2,en,"[12, 16, 14, 10751]"
932,Peter Pan,48462608,11.379,1608,7.1,en,"[12, 14, 10751]"
933,Pineapple Express,87341380,10.454,2251,6.6,en,"[28, 35]"
934,Miss Peregrine's Home for Peculiar Children,87242834,20.556,6883,6.7,en,"[12, 18, 14, 10751]"
935,Everest,87178599,12.896,3189,6.8,en,"[12, 18, 28]"
936,Everest,43482270,12.896,3189,6.8,en,"[12, 18, 28]"
937,Out of Africa,87071205,11.998,717,7.3,en,"[36, 10749, 18]"
938,Sisters,87044645,10.989,1005,5.9,en,[35]
939,Sisters,87044645,9.674,143,6.7,en,"[27, 53]"
940,Saw II,87039965,13.203,3030,6.5,en,[27]
941,The Naked Gun 2½: The Smell of Fear,86930411,11.36,1152,6.8,en,"[35, 80]"
942,The Campaign,86907746,8.86,1101,5.8,en,[35]
943,The War of the Roses,86888546,10.053,603,6.9,en,[35]
944,The Amityville Horror,86432000,11.983,1333,6.1,en,[27]
945,The Amityville Horror,86432000,8.715,389,6.3,en,[27]
946,The Amityville Horror,65233369,11.983,1333,6.1,en,[27]
947,The Amityville Horror,65233369,8.715,389,6.3,en,[27]
948,Presumed Innocent,86303188,8.568,312,6.8,en,"[53, 80, 9648]"
949,Young Frankenstein,86273333,13.353,1873,7.9,en,[35]
950,The Accountant,86260045,16.145,3731,6.9,en,"[80, 18, 53]"
951,Dumb and Dumber To,86208010,14.506,2050,5.5,en,[35]
952,The Emoji Movie,86089513,13.567,1695,5.3,en,"[16, 35, 10751]"
953,Mean Girls,86058055,16.086,5416,7.1,en,[35]
954,Annie,85911262,17.493,879,6.2,en,"[35, 18, 10751]"
955,Annie,85911262,11.991,404,6.4,en,"[35, 18, 10751]"
956,Annie,85911262,8.894,96,6.3,en,"[35, 10402, 10751]"
957,Annie,57059003,17.493,879,6.2,en,"[35, 18, 10751]"
958,Annie,57059003,11.991,404,6.4,en,"[35, 18, 10751]"
959,Annie,57059003,8.894,96,6.3,en,"[35, 10402, 10751]"
960,Alvin and the Chipmunks: The Road Chip,85886987,14.884,970,5.9,en,"[12, 16, 35, 10751]"
961,Fury,85817906,43.992,7471,7.4,en,"[28, 18, 10752]"
962,Pokémon: The First Movie - Mewtwo Strikes Back,85744662,16.112,809,6.8,ja,"[28, 12, 16]"
963,Alita: Battle Angel,85710210,34.018,4343,6.9,en,"[28, 12, 878, 53]"
964,Real Steel,85468508,18.153,5054,6.8,en,"[28, 18, 878]"
965,The SpongeBob SquarePants Movie,85417988,14.338,1482,6.7,en,"[16, 35, 10751]"
966,Power Rangers,85364450,18.551,2982,6.2,en,"[28, 12, 878]"
967,Brother Bear,85336277,19.394,3312,7.2,en,"[12, 16, 10751]"
968,Stripes,85297000,11.56,476,6.6,en,"[28, 35]"
969,Anchorman: The Legend of Ron Burgundy,85288303,10.062,2656,6.8,en,[35]
970,Rocky II,85182160,10.317,2402,7.1,en,[18]
971,Aliens,85160248,22.273,5679,7.9,en,"[28, 878, 53]"
972,Open Season,85105259,13.559,1630,6.1,en,"[12, 16, 35]"
973,Green Book,85080171,23.657,5495,8.3,en,"[35, 18]"
974,The Expendables 2,85028192,19.283,4594,6.2,en,"[28, 12, 53]"
975,Dangerous Minds,84919401,7.211,512,6.6,en,[53]
976,Paranormal Activity 2,84752907,10.667,1516,5.7,en,"[27, 53]"
977,Steel Magnolias,84614512,8.275,334,7.3,en,"[35, 18, 10749]"
978,The Poseidon Adventure,84563118,11.715,459,7.2,en,"[28, 12, 18]"
979,Tammy,84525432,10.851,817,5.3,en,[35]
980,The Santa Clause 3: The Escape Clause,84500122,8.744,589,5.3,en,"[12, 35, 10751]"
981,Ferdinand,84410380,14.179,1640,7.1,en,"[12, 16, 35, 10751]"
982,"Crazy, Stupid, Love.",84351197,13.816,5146,7.2,en,"[35, 18, 10749]"
983,Annabelle,84273813,17.584,3990,5.6,en,[27]
984,Pinocchio,84254167,16.578,3503,7.0,en,"[16, 10751]"
985,Pinocchio,84254167,8.874,304,7.1,it,"[14, 10751]"
986,Scooby-Doo 2: Monsters Unleashed,84216833,13.317,1472,5.7,en,"[12, 35, 14, 9648]"
987,Atlantis: The Lost Empire,84056472,17.823,2902,6.9,en,"[16, 10751, 12, 878]"
988,Cliffhanger,84049211,15.608,1219,6.3,en,"[28, 12, 53]"
989,The Other Woman,83911193,11.68,2493,6.3,en,"[35, 10749]"
990,The Other Woman,83911193,10.251,240,6.2,en,[18]
991,The X Files,83898313,12.782,843,6.7,en,"[9648, 878, 53]"
992,Penguins of Madagascar,83850911,25.252,2523,6.4,en,"[12, 16, 35, 10751]"
993,Up in the Air,83823381,7.613,2253,6.8,en,"[18, 10749]"
994,Wrath of the Titans,83670083,13.127,2712,5.6,en,"[12, 14]"
995,Insidious: Chapter 2,83586447,10.55,2557,6.6,en,"[27, 53]"
996,Under Siege,83563139,11.477,751,6.2,en,"[28, 53]"
997,Die Hard,83519093,22.216,6912,7.7,en,"[28, 53]"
998,Immortals,83504017,11.375,1579,5.8,en,"[28, 18, 14]"
999,I Can Only Imagine,83482352,11.725,209,7.4,en,"[18, 10402]"
1000,Apocalypse Now,83471511,18.719,4587,8.3,en,"[18, 10752]"
1001,Airplane!,83453539,21.632,2394,7.3,en,[35]
1002,Patriot Games,83351587,11.702,838,6.6,en,"[28, 80, 18, 53]"
1003,Saving Mr. Banks,83301580,11.02,2265,7.4,en,"[35, 18, 36]"
1004,Smallfoot,83240103,16.312,802,6.6,en,"[12, 16, 14, 10751]"
1005,Good Boys,83140306,21.313,665,6.6,en,[35]
1006,Valkyrie,83077833,15.403,2194,6.9,en,"[18, 36, 53, 10752]"
1007,Brokeback Mountain,83043761,13.823,3879,7.8,en,"[18, 10749]"
1008,Turbo,83028128,14.441,1980,6.1,en,"[16, 10751]"
1009,Disclosure,83015089,11.749,461,6.1,en,"[80, 18, 9648, 53, 10749]"
1010,Charlotte's Web,82985708,11.708,203,6.6,en,"[16, 18, 10402, 10751]"
1011,Charlotte's Web,82985708,12.278,731,6.0,en,"[35, 10751, 14]"
1012,Monster-in-Law,82931301,11.149,974,6.0,en,"[35, 10749]"
1013,Are We There Yet?,82674398,10.013,504,5.3,en,"[12, 35, 10749, 10751]"
1014,Days of Thunder,82670733,11.039,709,6.1,en,"[12, 28, 10749, 18]"
1015,Freddy vs. Jason,82622655,11.614,1305,5.8,en,[27]
1016,Star Trek: The Motion Picture,82604699,14.667,942,6.4,en,"[12, 9648, 878]"
1017,The Descendants,82584160,11.502,1705,6.8,en,"[35, 18]"
1018,Cheaper by the Dozen 2,82571173,9.582,1250,6.0,en,"[35, 10751]"
1019,Mr. Holland's Opus,82569971,8.663,208,7.0,en,"[18, 10402, 10751]"
1020,Fried Green Tomatoes,82418501,7.909,713,7.7,en,"[18, 35]"
1021,Let's Be Cops,82390774,14.146,1838,6.3,en,[35]
1022,Blade II,82348319,16.153,2860,6.4,en,"[28, 14, 27, 53]"
1023,Beowulf,82280579,11.736,1686,5.7,en,"[28, 12, 16]"
1024,Beowulf,82280579,9.239,110,4.5,en,"[28, 12, 14, 27, 878, 53]"
1025,Bridge to Terabithia,82272442,12.69,2765,7.2,en,"[12, 18, 10751]"
1026,The Pink Panther,82226474,9.918,521,7.0,en,"[35, 80]"
1027,The Pink Panther,82226474,9.869,1136,5.8,en,"[28, 35, 80, 9648, 10751]"
1028,Teenage Mutant Ninja Turtles: Out of the Shadows,82051601,12.378,2058,5.9,en,"[28, 12, 35, 878, 10751]"
1029,The Post,81903458,12.095,2902,7.0,en,"[18, 36]"
1030,Jaws 2,81766007,10.283,1028,5.9,en,"[27, 53]"
1031,Alien,81765459,27.392,8538,8.1,en,"[27, 878]"
1032,Maze Runner: The Scorch Trials,81697192,19.971,6955,6.6,en,"[28, 878, 53]"
1033,Heaven Can Wait,81640278,7.158,177,6.5,en,"[35, 14]"
1034,Eight Below,81612565,11.375,1100,6.9,en,"[12, 18, 10751]"
1035,Unstoppable,81562942,11.206,2121,6.4,en,"[28, 53]"
1036,Payback,81526121,14.098,986,6.8,en,"[28, 80, 18]"
1037,Ted 2,81476385,23.124,4613,6.1,en,[35]
1038,The Talented Mr. Ripley,81298265,10.94,1677,7.2,en,"[80, 18, 53]"
1039,School of Rock,81261177,12.611,3355,7.0,en,"[35, 10402]"
1040,Police Academy,81198894,11.684,1375,6.6,en,"[35, 80]"
1041,Snow Dogs,81172560,8.886,416,5.5,en,"[12, 35, 10751]"
1042,21,81159365,13.403,2750,6.6,en,"[18, 80]"
1043,While You Were Sleeping,81057016,8.892,835,6.8,en,"[35, 10749]"
1044,Congo,81022101,11.673,430,5.2,en,"[28, 12]"
1045,The Notebook,81001787,32.169,7019,7.9,en,"[18, 10749]"
1046,Jimmy Neutron: Boy Genius,80936232,9.966,492,5.6,en,"[28, 12, 16, 35, 14, 878, 10751]"
1047,Another 48 Hrs.,80818974,9.003,403,6.0,en,"[28, 35, 80, 18, 53]"
1048,Moonstruck,80640528,7.206,416,6.8,en,"[35, 18, 10749]"
